#{"t_start": 1743499255.208805, "env_id": "None"}
r,l,t
4.0,18,12.738979
21.0,4,12.740189
33.0,7,12.744671
35.0,29,12.752713
78.0,33,12.763646
21.0,6,12.765464
62.0,9,12.767999
0.0,1,12.768355
15.0,13,12.776461
172.0,50,12.798069
54.0,17,12.802802
29.0,7,12.805045
124.0,35,12.817431
44.0,13,12.821115
-1.0,9,12.823684
11.0,5,12.825547
25.0,7,12.828392
8.0,6,12.830226
99.0,36,12.848693
48.0,31,12.857212
177.0,50,12.879841
22.0,9,12.882683
81.0,17,12.887338
62.0,12,12.891247
128.0,41,12.903686
83.0,26,12.910889
33.0,4,12.91221
44.0,8,12.914558
33.0,16,12.924221
49.0,23,12.933811
67.0,11,12.937096
74.0,30,12.950645
76.0,18,12.955686
36.0,5,12.957258
43.0,6,12.959672
112.0,50,12.97345
88.0,27,12.983503
22.0,18,12.989209
238.0,50,13.015644
73.0,15,13.019931
3.0,32,13.031534
11.0,17,13.036496
16.0,17,13.041275
8.0,5,13.043183
87.0,32,13.052803
10.0,16,13.057626
9.0,14,13.063099
76.0,10,13.065938
25.0,8,13.071014
83.0,37,13.0913
81.0,20,13.097687
137.0,44,13.1124
121.0,29,13.1206
150.0,50,13.136054
22.0,9,13.13865
36.0,31,13.147539
90.0,50,13.162209
8.0,3,13.163198
-13.0,26,13.174357
53.0,34,13.190393
33.0,33,13.203613
73.0,20,13.209699
16.0,2,13.210358
133.0,42,13.225975
115.0,35,13.236101
29.0,12,13.239564
57.0,13,13.243549
61.0,31,13.252187
-23.0,31,13.270104
47.0,17,13.283027
194.0,42,13.297237
41.0,5,13.298773
174.0,43,13.319288
119.0,27,13.326975
186.0,50,13.34105
49.0,12,13.34461
-20.0,11,13.347937
-10.0,20,13.353649
68.0,13,13.360096
197.0,43,13.383921
140.0,33,13.406306
31.0,9,13.410507
57.0,31,13.42377
163.0,50,13.446827
23.0,6,13.448685
95.0,50,13.465916
13.0,8,13.468213
39.0,20,13.474518
128.0,50,13.499094
81.0,50,13.516756
23.0,3,13.517675
16.0,8,13.519969
8.0,3,13.520924
30.0,30,13.534962
44.0,36,13.546185
50.0,6,13.548384
41.0,44,13.561249
-3.0,18,13.566523
14.0,22,13.577175
20.0,14,13.583758
5.0,11,13.586856
66.0,38,13.603125
18.0,19,13.608876
-32.0,29,13.617296
-6.0,7,13.619519
140.0,31,13.632275
135.0,44,13.645063
-22.0,15,13.649337
86.0,50,13.670549
57.0,28,13.684086
70.0,48,13.698714
76.0,14,13.703289
40.0,12,13.706816
60.0,15,13.713178
107.0,30,13.737756
35.0,13,13.743671
-2.0,14,13.754537
87.0,28,13.765687
71.0,27,13.78468
40.0,43,13.803341
-11.0,11,13.813481
11.0,2,13.814221
20.0,4,13.815422
198.0,46,13.834145
166.0,49,13.853058
-7.0,14,13.860774
0.0,3,13.861875
38.0,8,13.864157
32.0,9,13.870121
31.0,17,13.881888
73.0,19,13.887163
35.0,40,13.91017
120.0,31,13.920166
84.0,18,13.931834
48.0,38,13.945102
-2.0,4,13.946346
6.0,4,13.94758
66.0,18,13.952531
114.0,50,13.979905
105.0,28,13.988425
120.0,39,14.001577
62.0,14,14.005843
58.0,26,14.01595
37.0,14,14.019812
8.0,21,14.026091
116.0,49,14.040995
154.0,50,14.055617
170.0,50,14.069713
17.0,11,14.075784
13.0,4,14.077895
31.0,9,14.083904
-10.0,10,14.086854
22.0,12,14.090411
34.0,8,14.097126
9.0,6,14.100438
46.0,21,14.106409
-6.0,5,14.110094
69.0,17,14.11517
23.0,19,14.124172
159.0,50,14.148856
16.0,18,14.153823
0.0,1,14.154185
25.0,2,14.154859
125.0,39,14.16754
20.0,2,14.168184
11.0,8,14.170612
28.0,16,14.176742
18.0,9,14.179475
101.0,32,14.207588
108.0,31,14.225903
33.0,6,14.229525
59.0,21,14.240031
13.0,6,14.241866
132.0,50,14.384906
11.0,8,14.387525
20.0,14,14.391453
88.0,20,14.40483
49.0,22,14.414371
77.0,36,14.435489
99.0,36,14.453132
3.0,16,14.457725
58.0,28,14.471728
1.0,3,14.47287
226.0,50,14.488864
31.0,7,14.490949
54.0,10,14.493917
15.0,1,14.494364
51.0,11,14.500281
46.0,36,14.517388
120.0,33,14.529995
4.0,13,14.533943
105.0,50,14.552685
18.0,13,14.557146
83.0,19,14.567352
57.0,12,14.571106
44.0,50,14.585682
77.0,16,14.59015
-3.0,18,14.595329
62.0,26,14.61256
39.0,12,14.615956
51.0,10,14.622035
53.0,9,14.625461
12.0,9,14.62902
117.0,50,14.645036
53.0,27,14.652882
71.0,30,14.662399
62.0,50,14.679535
124.0,50,14.695171
84.0,23,14.710044
146.0,40,14.744917
60.0,19,14.752199
14.0,8,14.755318
8.0,17,14.767647
103.0,24,14.776959
33.0,6,14.782773
122.0,37,14.808803
206.0,49,14.835017
51.0,31,14.853595
55.0,27,14.867784
30.0,13,14.874075
51.0,31,14.890095
8.0,4,14.891397
35.0,8,14.89614
76.0,50,14.916504
137.0,48,14.9323
142.0,44,14.945535
19.0,3,14.946592
109.0,22,14.95271
14.0,6,14.956355
-33.0,16,14.973205
56.0,19,14.982361
12.0,10,14.988372
15.0,5,14.990506
53.0,17,14.999055
44.0,38,15.013803
82.0,29,15.024662
73.0,17,15.03268
66.0,23,15.042667
16.0,6,15.046062
25.0,11,15.049277
59.0,18,15.070637
-2.0,2,15.071473
38.0,6,15.073336
56.0,12,15.077474
100.0,42,15.090609
108.0,50,15.138992
99.0,40,15.172115
34.0,7,15.17855
189.0,48,15.216444
152.0,50,15.234323
154.0,50,15.263048
8.0,5,15.266524
25.0,10,15.27449
22.0,6,15.278042
65.0,14,15.288208
18.0,6,15.292893
179.0,50,15.398758
101.0,34,15.419238
16.0,8,15.424709
4.0,30,15.438565
23.0,30,15.45313
77.0,47,15.470192
53.0,8,15.473769
120.0,35,15.507934
48.0,6,15.51266
76.0,50,15.546268
77.0,21,15.566965
43.0,7,15.571162
95.0,21,15.586389
72.0,15,15.592209
102.0,30,15.605422
123.0,37,15.634477
27.0,26,15.644683
87.0,50,15.665559
88.0,23,15.674597
184.0,50,15.690747
39.0,50,15.713312
127.0,21,15.723834
33.0,23,15.741932
24.0,10,15.749941
17.0,20,15.762386
-29.0,26,15.794917
19.0,11,15.804166
18.0,17,15.818609
33.0,4,15.820151
16.0,9,15.837309
35.0,33,15.858486
47.0,13,15.868682
88.0,27,15.890894
13.0,4,15.893993
29.0,18,15.908183
0.0,1,15.908627
154.0,50,15.934723
18.0,2,15.935449
53.0,25,15.942735
20.0,3,15.944611
87.0,19,15.950984
114.0,36,15.962525
74.0,15,15.969335
14.0,5,15.97236
48.0,7,15.974446
150.0,36,15.988266
50.0,18,15.995816
-4.0,18,16.009669
84.0,27,16.022228
76.0,50,16.039933
39.0,11,16.044634
15.0,4,16.046333
33.0,43,16.068319
20.0,4,16.069786
19.0,10,16.072645
104.0,40,16.089769
136.0,38,16.103734
39.0,12,16.107522
52.0,21,16.119396
4.0,8,16.12183
42.0,33,16.13353
141.0,39,16.146561
45.0,7,16.151146
53.0,10,16.154053
-3.0,50,16.174285
52.0,13,16.180833
69.0,50,16.201857
98.0,41,16.214304
10.0,14,16.218987
-4.0,11,16.22232
158.0,50,16.237001
112.0,32,16.248161
25.0,8,16.264452
96.0,36,16.280592
67.0,25,16.28789
31.0,16,16.295889
77.0,12,16.299337
62.0,30,16.307843
22.0,8,16.311226
121.0,27,16.31883
19.0,22,16.325947
13.0,1,16.326324
19.0,7,16.330173
60.0,21,16.341407
161.0,50,16.360356
50.0,38,16.371884
128.0,39,16.383202
76.0,25,16.39083
77.0,23,16.398651
72.0,32,16.407603
32.0,21,16.413893
182.0,50,16.430067
65.0,13,16.438432
70.0,21,16.454454
36.0,11,16.460258
103.0,50,16.476134
151.0,50,16.491148
52.0,13,16.495461
111.0,33,16.504793
69.0,50,16.519219
72.0,16,16.524924
12.0,37,16.536762
33.0,5,16.541131
119.0,50,16.56824
93.0,41,16.588286
20.0,12,16.59172
38.0,14,16.596416
14.0,9,16.599162
200.0,50,16.613322
141.0,32,16.622393
15.0,6,16.624506
10.0,7,16.627586
186.0,50,16.650949
33.0,22,16.660299
163.0,34,16.669953
26.0,4,16.671342
121.0,50,16.689895
168.0,50,16.704337
155.0,33,16.713618
73.0,22,16.719724
21.0,6,16.721763
19.0,16,16.726284
3.0,10,16.732175
129.0,27,16.747944
58.0,22,16.754092
58.0,50,16.770003
-2.0,14,16.775049
23.0,2,16.775698
111.0,50,16.790968
13.0,8,16.793703
81.0,50,16.923462
22.0,18,16.928644
36.0,16,16.936516
168.0,37,16.954685
19.0,23,16.961664
99.0,31,16.972378
65.0,13,16.976027
46.0,15,16.980584
7.0,6,16.983292
-9.0,12,16.987417
143.0,42,17.000127
2.0,1,17.000516
13.0,5,17.003449
26.0,6,17.005234
76.0,19,17.016757
71.0,38,17.032092
39.0,40,17.045776
30.0,13,17.04971
26.0,25,17.056764
-14.0,7,17.058934
58.0,11,17.06258
6.0,4,17.063815
13.0,3,17.067476
112.0,50,17.096347
30.0,13,17.10071
39.0,9,17.103375
77.0,50,17.117782
53.0,9,17.120413
167.0,50,17.139242
88.0,19,17.145318
23.0,16,17.151411
95.0,15,17.155895
27.0,15,17.164296
21.0,8,17.167065
102.0,31,17.18228
94.0,32,17.196339
119.0,43,17.211426
13.0,2,17.212134
80.0,23,17.219052
20.0,4,17.220282
33.0,4,17.221887
28.0,3,17.222941
25.0,13,17.232166
22.0,8,17.234793
35.0,15,17.240043
121.0,50,17.261396
1.0,18,17.267251
64.0,12,17.270734
2.0,1,17.271105
161.0,45,17.289209
13.0,6,17.291027
18.0,23,17.297836
41.0,50,17.318711
124.0,33,17.333837
21.0,5,17.335321
81.0,20,17.343154
15.0,1,17.343609
115.0,35,17.353571
16.0,5,17.35546
52.0,15,17.360443
-17.0,5,17.362273
31.0,9,17.365228
76.0,11,17.387577
6.0,5,17.389274
76.0,27,17.401888
20.0,19,17.409223
-6.0,11,17.412696
-13.0,29,17.42078
96.0,26,17.429301
11.0,4,17.430957
30.0,4,17.43253
120.0,50,17.447647
83.0,50,17.469735
60.0,35,17.483404
43.0,21,17.489518
66.0,19,17.49532
35.0,15,17.49952
42.0,46,17.51356
186.0,50,17.530148
107.0,38,17.541802
50.0,30,17.550246
53.0,6,17.552503
35.0,8,17.557375
24.0,18,17.567881
96.0,50,17.586665
33.0,13,17.591968
3.0,2,17.592691
8.0,1,17.593034
30.0,11,17.596678
187.0,30,17.604811
19.0,16,17.609462
92.0,16,17.615058
4.0,8,17.619965
36.0,15,17.625209
58.0,13,17.633702
116.0,39,17.650297
19.0,6,17.652044
14.0,20,17.657813
43.0,6,17.659609
70.0,18,17.666897
20.0,7,17.669135
108.0,37,17.681353
115.0,24,17.691648
89.0,24,17.703356
105.0,42,17.720883
109.0,35,17.732923
85.0,22,17.73903
21.0,3,17.740223
209.0,44,17.753318
0.0,1,17.753707
28.0,4,17.755072
8.0,13,17.758989
53.0,10,17.764491
109.0,37,17.785325
179.0,50,17.801453
-71.0,10,17.804261
37.0,9,17.806782
79.0,30,17.815826
77.0,17,17.821089
-2.0,27,17.830357
51.0,24,17.838534
44.0,31,17.847558
-10.0,5,17.850848
-7.0,7,17.852907
2.0,1,17.853257
84.0,35,17.873216
20.0,4,17.874436
28.0,5,17.876006
-21.0,34,17.887954
5.0,2,17.88867
107.0,36,17.899527
56.0,34,17.915207
-7.0,14,17.922414
23.0,6,17.933423
-21.0,9,17.936401
-17.0,13,17.940133
106.0,19,17.949011
49.0,8,17.951515
18.0,4,17.952753
-5.0,8,17.955093
87.0,50,17.969779
94.0,28,17.978746
83.0,50,18.005016
23.0,36,18.017804
125.0,26,18.025276
23.0,8,18.027873
35.0,6,18.029916
14.0,7,18.032185
60.0,19,18.0392
99.0,24,18.046357
99.0,26,18.053522
44.0,16,18.057994
43.0,22,18.070239
68.0,31,18.085429
-10.0,4,18.086695
48.0,11,18.089819
55.0,21,18.096291
11.0,7,18.099999
28.0,6,18.101731
86.0,44,18.114453
18.0,4,18.115694
25.0,5,18.117121
25.0,20,18.131
52.0,19,18.136544
18.0,6,18.138327
71.0,24,18.146798
53.0,6,18.152146
73.0,39,18.163569
33.0,5,18.165152
149.0,38,18.178352
79.0,50,18.195964
30.0,14,18.201447
41.0,14,18.206998
39.0,14,18.218601
151.0,49,18.236583
118.0,50,18.250738
56.0,9,18.253661
49.0,23,18.260105
71.0,12,18.265041
28.0,4,18.266918
19.0,10,18.270001
89.0,24,18.277215
33.0,18,18.284036
13.0,4,18.289449
100.0,50,18.311807
126.0,33,18.321393
27.0,9,18.323977
6.0,14,18.328541
159.0,50,18.345191
13.0,11,18.348965
-3.0,6,18.350783
18.0,2,18.351392
11.0,4,18.354507
65.0,50,18.377247
20.0,4,18.379714
40.0,15,18.384261
52.0,16,18.390823
12.0,10,18.393755
16.0,17,18.398849
48.0,28,18.406898
213.0,50,18.421977
181.0,50,18.43631
9.0,9,18.441306
38.0,16,18.449665
5.0,11,18.453231
46.0,17,18.458108
102.0,32,18.472273
112.0,50,18.488653
118.0,48,18.51378
26.0,5,18.515944
37.0,18,18.523566
72.0,34,18.534887
49.0,10,18.547093
74.0,50,18.567901
51.0,7,18.57
2.0,4,18.571198
60.0,14,18.575101
60.0,9,18.581116
23.0,12,18.584857
14.0,13,18.588569
11.0,17,18.593306
36.0,16,18.598784
218.0,42,18.617971
8.0,6,18.619865
42.0,9,18.622547
114.0,21,18.631017
163.0,33,18.643639
0.0,4,18.645225
-2.0,14,18.650002
24.0,7,18.652145
-2.0,4,18.653437
25.0,8,18.655768
11.0,26,18.667204
-2.0,5,18.670569
23.0,23,18.682487
41.0,12,18.687254
67.0,16,18.692276
78.0,19,18.704405
14.0,18,18.710708
81.0,18,18.717278
63.0,18,18.722417
76.0,15,18.727075
208.0,50,18.748433
38.0,7,18.75058
222.0,50,18.769102
7.0,25,18.776768
44.0,18,18.782172
20.0,4,18.783407
47.0,9,18.786836
149.0,50,18.802868
115.0,28,18.810822
14.0,8,18.813122
0.0,1,18.815701
104.0,29,18.830946
0.0,4,18.8322
37.0,14,18.836354
101.0,50,18.853938
83.0,50,18.868709
9.0,17,18.874477
12.0,35,18.884826
58.0,33,18.894035
93.0,22,18.900463
5.0,4,18.903335
191.0,50,18.926092
22.0,8,18.929433
46.0,26,18.942509
97.0,15,18.948315
184.0,50,18.970572
62.0,11,18.973807
12.0,9,18.976343
40.0,8,18.978792
78.0,21,18.984648
63.0,10,18.989057
49.0,47,19.012773
13.0,4,19.014176
90.0,37,19.027041
55.0,13,19.033668
165.0,50,19.050115
58.0,39,19.062199
1.0,12,19.065666
109.0,39,19.079296
1.0,50,19.096206
52.0,18,19.102902
113.0,26,19.116683
42.0,16,19.121132
9.0,10,19.124701
17.0,11,19.132233
14.0,5,19.133925
155.0,50,19.148274
3.0,14,19.153068
5.0,2,19.153705
-6.0,6,19.155461
124.0,50,19.177759
74.0,25,19.190299
23.0,8,19.192644
18.0,9,19.195974
16.0,3,19.19858
26.0,17,19.203631
25.0,40,19.217175
73.0,12,19.2214
19.0,27,19.230652
224.0,50,19.25212
175.0,49,19.289384
77.0,21,19.298933
52.0,8,19.301479
49.0,18,19.306499
124.0,32,19.316396
40.0,32,19.325789
93.0,29,19.334401
36.0,8,19.336973
12.0,37,19.34732
-20.0,12,19.351123
31.0,8,19.354953
64.0,12,19.364227
50.0,13,19.368004
46.0,13,19.375064
74.0,31,19.384227
9.0,18,19.389638
34.0,25,19.396991
80.0,50,19.413626
111.0,36,19.423791
28.0,13,19.427521
-4.0,5,19.430778
72.0,10,19.434504
-4.0,4,19.439585
51.0,16,19.446928
116.0,36,19.459677
158.0,46,19.47338
68.0,33,19.482901
39.0,37,19.494133
-12.0,5,19.496891
116.0,39,19.507828
4.0,13,19.514268
8.0,1,19.514698
109.0,16,19.523319
18.0,36,19.538989
8.0,50,19.555611
16.0,7,19.557901
47.0,17,19.563236
18.0,12,19.567021
64.0,20,19.572971
44.0,14,19.57702
37.0,26,19.591764
136.0,40,19.607952
42.0,16,19.614706
31.0,20,19.620263
42.0,10,19.6231
48.0,9,19.626461
127.0,48,19.640602
57.0,12,19.644087
113.0,25,19.653268
16.0,8,19.6556
122.0,50,19.68258
10.0,12,19.686114
165.0,50,19.702588
77.0,16,19.707056
-1.0,6,19.709066
75.0,17,19.714754
15.0,1,19.71516
5.0,4,19.716411
18.0,6,19.718213
97.0,28,19.726663
89.0,21,19.742217
202.0,47,19.76436
128.0,50,19.781978
21.0,3,19.783149
79.0,26,19.791646
37.0,20,19.798275
99.0,31,19.811151
47.0,42,19.824594
95.0,41,19.836818
85.0,22,19.842925
0.0,9,19.84743
6.0,4,19.848722
124.0,30,19.866504
74.0,21,19.872542
3.0,3,19.873532
65.0,16,19.879835
49.0,12,19.883332
25.0,10,19.886226
2.0,1,19.886575
114.0,50,19.901378
2.0,5,19.905963
143.0,50,19.925354
28.0,17,19.932113
32.0,24,19.94174
60.0,13,19.945929
64.0,20,19.952001
118.0,50,19.967208
74.0,31,19.977377
43.0,17,19.982287
119.0,50,19.998203
47.0,13,20.003767
46.0,21,20.018314
18.0,30,20.027
6.0,12,20.030724
77.0,22,20.03807
81.0,21,20.043943
34.0,20,20.049981
18.0,4,20.051199
65.0,8,20.05384
-15.0,26,20.061934
-36.0,19,20.074462
78.0,18,20.082349
40.0,10,20.085341
27.0,11,20.092248
13.0,6,20.094578
58.0,14,20.098674
47.0,18,20.10407
118.0,43,20.116456
8.0,3,20.117387
149.0,36,20.128712
18.0,5,20.13204
44.0,14,20.13716
40.0,15,20.14356
48.0,14,20.150608
8.0,26,20.160869
-7.0,15,20.16704
79.0,15,20.173518
5.0,2,20.174448
48.0,27,20.182319
20.0,12,20.185673
159.0,50,20.214119
117.0,47,20.22987
135.0,27,20.237279
23.0,6,20.239005
88.0,21,20.245908
130.0,50,20.260288
96.0,50,20.275698
67.0,12,20.279618
38.0,20,20.285478
28.0,19,20.291033
-25.0,11,20.296924
36.0,50,20.32144
63.0,9,20.324504
27.0,32,20.339052
5.0,12,20.342521
159.0,41,20.354926
18.0,2,20.355574
34.0,8,20.357817
121.0,26,20.365691
16.0,5,20.367188
21.0,12,20.37434
101.0,38,20.393713
65.0,10,20.397544
72.0,13,20.401183
34.0,11,20.404305
127.0,50,20.420488
200.0,50,20.435097
74.0,30,20.445271
13.0,16,20.450104
52.0,15,20.454303
43.0,14,20.465088
110.0,30,20.47662
51.0,17,20.486778
50.0,12,20.490352
30.0,16,20.494851
31.0,17,20.502025
24.0,15,20.506307
76.0,29,20.515153
126.0,15,20.519502
81.0,21,20.525601
20.0,2,20.528975
69.0,15,20.537409
16.0,18,20.547104
26.0,3,20.553581
42.0,10,20.560205
35.0,5,20.56272
39.0,50,20.589535
0.0,1,20.589959
60.0,50,20.606777
50.0,9,20.609693
124.0,33,20.627062
-5.0,15,20.637962
152.0,50,20.660227
-15.0,4,20.661532
57.0,11,20.665177
171.0,50,20.680468
4.0,9,20.683219
-22.0,36,20.693382
86.0,18,20.698517
5.0,2,20.699242
5.0,2,20.702229
93.0,15,20.707628
41.0,17,20.717356
22.0,26,20.727786
18.0,10,20.731414
95.0,50,20.747963
70.0,32,20.757469
28.0,8,20.760975
63.0,24,20.768186
37.0,46,20.780906
0.0,1,20.782792
-26.0,16,20.78765
-6.0,14,20.798443
72.0,49,20.816018
3.0,8,20.818358
26.0,12,20.822099
131.0,50,20.838347
39.0,26,20.849583
41.0,6,20.852592
63.0,15,20.857034
59.0,16,20.864455
35.0,14,20.970965
2.0,1,20.972297
117.0,50,21.000988
163.0,50,21.016344
75.0,17,21.021076
40.0,21,21.028036
23.0,17,21.033409
11.0,5,21.035225
136.0,35,21.046003
41.0,26,21.060577
32.0,12,21.069183
66.0,40,21.082627
-6.0,9,21.085271
15.0,28,21.092966
60.0,21,21.101505
190.0,50,21.116335
37.0,17,21.121157
30.0,4,21.122379
122.0,50,21.137706
22.0,10,21.142262
124.0,44,21.160415
11.0,5,21.162009
52.0,18,21.171046
35.0,14,21.175209
19.0,7,21.177385
54.0,13,21.1815
138.0,38,21.192191
34.0,12,21.197939
31.0,17,21.203583
168.0,35,21.220166
58.0,18,21.230546
17.0,11,21.235028
17.0,13,21.240957
90.0,29,21.249172
17.0,33,21.258525
48.0,5,21.260064
48.0,25,21.267795
107.0,34,21.27724
62.0,22,21.284907
56.0,30,21.301638
10.0,13,21.308422
-4.0,43,21.320887
106.0,50,21.335088
103.0,50,21.349966
40.0,28,21.357799
50.0,34,21.367508
141.0,32,21.376538
5.0,2,21.377175
109.0,40,21.388463
131.0,48,21.412281
59.0,29,21.426429
0.0,31,21.435759
61.0,14,21.439703
7.0,16,21.444506
41.0,5,21.446482
100.0,30,21.455575
18.0,12,21.459251
31.0,10,21.462156
152.0,50,21.476416
-14.0,8,21.481496
6.0,5,21.482949
37.0,11,21.490609
87.0,27,21.503557
113.0,17,21.508605
48.0,10,21.513683
0.0,1,21.514079
41.0,18,21.519343
-5.0,11,21.522513
84.0,22,21.528925
46.0,5,21.532639
68.0,16,21.54
-38.0,27,21.552339
69.0,14,21.556368
87.0,36,21.571755
44.0,9,21.574385
-3.0,9,21.57738
-18.0,19,21.584679
37.0,40,21.596954
93.0,50,21.610759
49.0,9,21.616225
-29.0,22,21.632945
-31.0,19,21.638862
6.0,7,21.640921
-1.0,24,21.650023
38.0,13,21.653725
16.0,3,21.654676
11.0,2,21.655293
78.0,50,21.670051
109.0,39,21.681638
53.0,26,21.700222
16.0,3,21.701203
90.0,12,21.70457
10.0,17,21.709635
40.0,6,21.713332
80.0,19,21.718952
47.0,50,21.733391
0.0,1,21.733776
30.0,18,21.738683
88.0,22,21.745406
12.0,16,21.754742
32.0,10,21.76626
